Low,Median,High,Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position
29.0,41.59,72.12,SK,"Advertising, marketing and public relations managers ",10022,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
36.75,45.0,64.1,SK,Other business services managers ,10029,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
35.0,47.06,68.1,SK,Telecommunication carriers managers ,10030,1,10,"Business, finance and administration occupations","Specialized middle management occupations in administrative services, financial and business services and communication (except broadcasting)",0,Managers
24.04,41.03,62.5,SK,Financial auditors and accountants ,11100,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
28.21,42.31,56.54,SK,Financial and investment analysts ,11101,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
18.02,35.81,127.12,SK,Financial advisors ,11102,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
28.85,36.35,52.51,SK,"Securities agents, investment dealers and brokers ",11103,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
22.0,31.25,69.71,SK,Other financial officers ,11109,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
24.0,41.0,55.9,SK,Human resources professionals ,11200,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
22.32,37.5,58.0,SK,Professional occupations in business management consulting ,11201,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
20.0,34.0,48.21,SK,"Professional occupations in advertising, marketing and public relations ",11202,1,11,"Business, finance and administration occupations",Professional occupations in finance and business,1,Professionals
24.1,32.0,42.0,SK,"Supervisors, general office and administrative support workers ",12010,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
25.0,33.0,46.15,SK,"Supervisors, finance and insurance office workers ",12011,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
20.0,28.0,45.86,SK,"Supervisors, supply chain, tracking and scheduling coordination occupations ",12013,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
24.04,30.24,36.92,SK,Executive assistants ,12100,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
18.0,36.33,52.31,SK,Human resources and recruitment officers ,12101,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
23.08,33.54,51.92,SK,Procurement and purchasing agents and officers ,12102,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
26.0,33.0,48.0,SK,Employment insurance and revenue officers ,12104,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
,22.54,,SK,"Court reporters, medical transcriptionists and related occupations ",12110,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
22.54,28.81,36.01,SK,Health information management occupations ,12111,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
18.75,26.55,31.79,SK,Records management technicians ,12112,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
,34.27,,SK,Statistical officers and related research support occupations ,12113,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
15.0,25.0,38.46,SK,Accounting technicians and bookkeepers ,12200,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
23.08,30.26,44.1,SK,Insurance adjusters and claims examiners ,12201,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
21.0,32.0,45.67,SK,Insurance underwriters ,12202,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
24.38,36.03,56.05,SK,"Assessors, business valuators and appraisers ",12203,1,12,"Business, finance and administration occupations",Administrative and financial supervisors and specialized administrative occupations,2,Technical Occupations and/or Supervisors
20.0,27.88,42.86,SK,Administrative officers ,13100,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
15.58,28.85,54.19,SK,Property administrators ,13101,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
18.46,29.5,36.6,SK,Payroll administrators ,13102,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
17.0,23.08,32.82,SK,Administrative assistants ,13110,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
20.0,26.0,32.0,SK,Legal administrative assistants ,13111,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
17.0,23.09,33.23,SK,Medical administrative assistants ,13112,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
17.31,26.0,47.92,SK,Production and transportation logistics coordinators ,13201,1,13,"Business, finance and administration occupations",Administrative occupations and transportation logistics occupations,3,General Occupations/Trades
15.0,22.93,34.0,SK,General office support workers ,14100,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
14.0,20.0,25.0,SK,Receptionists ,14101,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
22.22,28.46,39.17,SK,Personnel clerks ,14102,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
21.0,28.0,38.0,SK,Court clerks and related court services occupations ,14103,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
17.0,25.24,30.0,SK,Survey interviewers and statistical clerks ,14110,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
